Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	IDHmut_4 Spectral Count	IDHmut_5 Spectral Count	IDHmut_6 Spectral Count	IDHwt_1 Spectral Count	IDHwt_2 Spectral Count	IDHwt_3 Spectral Count	IDHmut_4 Unique Spectral Count	IDHmut_5 Unique Spectral Count	IDHmut_6 Unique Spectral Count	IDHwt_1 Unique Spectral Count	IDHwt_2 Unique Spectral Count	IDHwt_3 Unique Spectral Count	IDHmut_4 Total Spectral Count	IDHmut_5 Total Spectral Count	IDHmut_6 Total Spectral Count	IDHwt_1 Total Spectral Count	IDHwt_2 Total Spectral Count	IDHwt_3 Total Spectral Count	IDHmut_4 Intensity	IDHmut_5 Intensity	IDHmut_6 Intensity	IDHwt_1 Intensity	IDHwt_2 Intensity	IDHwt_3 Intensity	IDHmut_4 MaxLFQ Intensity	IDHmut_5 MaxLFQ Intensity	IDHmut_6 MaxLFQ Intensity	IDHwt_1 MaxLFQ Intensity	IDHwt_2 MaxLFQ Intensity	IDHwt_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P49815|TSC2_HUMAN	P49815	TSC2_HUMAN	TSC2	1807	Homo sapiens	1:Experimental evidence at protein level	Tuberin	1.0	0.999	25	62	62	62	12	14	16	3	14	3	12	14	16	3	14	3	12	14	16	3	14	3	3.04821472E8	5.398311E8	5.7736723E8	6.941488E7	2.19688096E8	4.8839592E7	6.6604424E7	1.00529512E8	7.6249768E7	4.1559156E7	4.5571996E7	4.1960108E7	
sp|P49821|NDUV1_HUMAN	P49821	NDUV1_HUMAN	NDUFV1	464	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	1.0	0.999	23	118	118	118	25	28	24	16	14	11	25	28	24	16	14	11	25	28	24	16	14	11	5.2305838E9	4.4735222E9	4.4697825E9	2.17831706E9	2.41763994E9	2.3150976E9	8.6066266E8	9.1475238E8	8.1552397E8	6.0533939E8	4.096776E8	5.00323744E8	
sp|P49840|GSK3A_HUMAN	P49840	GSK3A_HUMAN	GSK3A	483	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 alpha	1.0	0.999	14	66	50	66	16	13	13	8	9	7	12	10	10	7	6	5	16	13	13	8	9	7	1.18079501E9	1.0639193E9	9.9925395E8	4.6015456E8	4.21102464E8	3.81349696E8	1.9148992E8	2.54471232E8	2.147696E8	1.0783996E8	1.31800992E8	1.18069008E8	
sp|P49841|GSK3B_HUMAN	P49841	GSK3B_HUMAN	GSK3B	420	Homo sapiens	1:Experimental evidence at protein level	Glycogen synthase kinase-3 beta	1.0	0.999	15	40	40	56	8	10	10	5	3	4	8	10	10	5	3	4	12	13	13	6	6	6	7.1998342E8	9.421968E8	5.8070797E8	2.35434496E8	7.4962608E7	1.00320576E8	1.46133072E8	1.85266624E8	1.37141136E8	8.84644E7	8.2385632E7	7.1705216E7	
sp|P49848|TAF6_HUMAN	P49848	TAF6_HUMAN	TAF6	677	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 6	1.0	0.999	4	5	5	5	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0.0	0.0	0.0	0.0	2.1044412E7	2.0120932E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49902|5NTC_HUMAN	P49902	5NTC_HUMAN	NT5C2	561	Homo sapiens	1:Experimental evidence at protein level	Cytosolic purine 5'-nucleotidase	1.0	0.999	18	52	52	52	12	6	13	7	5	9	12	6	13	7	5	9	12	6	13	7	5	9	6.8539405E8	3.252712E8	5.8621261E8	4.31364512E8	1.1826236E8	5.35385696E8	1.68927504E8	1.02824312E8	1.58321744E8	9.7703016E7	1.19822712E8	1.13934576E8	
sp|P49903|SPS1_HUMAN	P49903	SPS1_HUMAN	SEPHS1	392	Homo sapiens	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	12	38	38	38	6	8	3	9	7	5	6	8	3	9	7	5	6	8	3	9	7	5	1.9269552E8	3.54617312E8	1.69254784E8	5.9278995E8	3.12629952E8	3.06486752E8	7.9884752E7	9.1457048E7	7.82076E7	1.29802632E8	1.33016992E8	1.02776544E8	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein	0.9995	0.999	2	4	4	4	0	0	1	1	0	2	0	0	1	1	0	2	0	0	1	1	0	2	0.0	0.0	2.4563144E7	6385956.0	0.0	1.43184624E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49913|CAMP_HUMAN	P49913	CAMP_HUMAN	CAMP	170	Homo sapiens	1:Experimental evidence at protein level	Cathelicidin antimicrobial peptide	1.0	0.999	6	8	8	8	0	0	0	0	2	6	0	0	0	0	2	6	0	0	0	0	2	6	0.0	0.0	0.0	0.0	3.5637208E7	7.012457E8	0.0	0.0	0.0	0.0	4.4721452E7	1.17651616E8	
sp|P49914|MTHFS_HUMAN	P49914	MTHFS_HUMAN	MTHFS	203	Homo sapiens	1:Experimental evidence at protein level	5-formyltetrahydrofolate cyclo-ligase	0.9765	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	3.1837522E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49915|GUAA_HUMAN	P49915	GUAA_HUMAN	GMPS	693	Homo sapiens	1:Experimental evidence at protein level	GMP synthase [glutamine-hydrolyzing]	1.0	0.999	21	63	63	63	7	13	6	16	12	9	7	13	6	16	12	9	7	13	6	16	12	9	3.31607456E8	3.9276144E8	1.70062512E8	1.5645143E9	5.8070675E8	5.07333984E8	1.73356736E8	2.04298368E8	1.30330704E8	1.85410208E8	2.05814784E8	1.45911408E8	
sp|P49916|DNLI3_HUMAN	P49916	DNLI3_HUMAN	LIG3	1009	Homo sapiens	1:Experimental evidence at protein level	DNA ligase 3	1.0	0.999	11	26	26	26	4	5	1	6	4	6	4	5	1	6	4	6	4	5	1	6	4	6	3.6288052E7	1.04299856E8	1.0022545E7	1.16001712E8	6.8282384E7	1.33626208E8	2.4532504E7	2.780149E7	0.0	4.531484E7	6.0417176E7	5.181448E7	
sp|P49959|MRE11_HUMAN	P49959	MRE11_HUMAN	MRE11	708	Homo sapiens	1:Experimental evidence at protein level	Double-strand break repair protein MRE11	1.0	0.999	17	41	41	41	4	3	3	15	9	7	4	3	3	15	9	7	4	3	3	15	9	7	1.58887392E8	1.13427624E8	7.6206576E7	6.2872288E8	4.82267936E8	4.28882816E8	6.1675348E7	7.36396E7	5.2821908E7	1.00419104E8	1.41959856E8	1.03410824E8	
sp|P49961|ENTP1_HUMAN	P49961	ENTP1_HUMAN	ENTPD1	510	Homo sapiens	1:Experimental evidence at protein level	Ectonucleoside triphosphate diphosphohydrolase 1	1.0	0.999	5	14	14	14	2	1	2	3	3	3	2	1	2	3	3	3	2	1	2	3	3	3	9.1368584E7	0.0	5.3200952E7	4.4879584E8	1.47073744E8	4.45515072E8	6.1691444E7	0.0	0.0	2.6195424E8	0.0	2.53965504E8	
sp|P50135|HNMT_HUMAN	P50135	HNMT_HUMAN	HNMT	292	Homo sapiens	1:Experimental evidence at protein level	Histamine	1.0	0.999	13	51	51	51	10	5	9	8	6	13	10	5	9	8	6	13	10	5	9	8	6	13	1.15546342E9	4.2246448E8	1.18611085E9	8.9615194E8	1.14758874E9	2.08993882E9	4.45148448E8	2.945096E8	3.94070144E8	2.9951136E8	4.954328E8	4.94747872E8	
sp|P50148|GNAQ_HUMAN	P50148	GNAQ_HUMAN	GNAQ	359	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein	1.0	0.999	25	169	98	169	30	40	39	22	17	21	18	23	22	11	11	13	30	40	39	22	17	21	6.2960067E9	7.4596035E9	7.5463132E9	4.6751309E9	2.52971622E9	4.501036E9	1.3091817E9	1.4284809E9	1.5435104E9	7.854784E8	7.433856E8	8.1840525E8	
sp|P50150|GBG4_HUMAN	P50150	GBG4_HUMAN	GNG4	75	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein	1.0	0.999	3	9	9	9	1	3	3	1	0	1	1	3	3	1	0	1	1	3	3	1	0	1	1.83435776E8	2.8339376E8	3.94504064E8	4.2932216E7	0.0	3.0335478E7	0.0	2.7799056E8	2.2842944E8	0.0	0.0	0.0	
sp|P50151|GBG10_HUMAN	P50151	GBG10_HUMAN	GNG10	68	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein	1.0	0.999	5	23	23	23	4	5	4	3	2	5	4	5	4	3	2	5	4	5	4	3	2	5	6.3313626E8	1.13666931E9	1.29023693E9	5.6294074E8	2.90898016E8	7.3455046E8	3.84693088E8	4.06118016E8	5.7555584E8	4.88461568E8	1.96686352E8	2.5833296E8	
sp|P50213|IDH3A_HUMAN	P50213	IDH3A_HUMAN	IDH3A	366	Homo sapiens	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	1.0	0.999	20	199	199	199	42	42	37	28	26	24	42	42	37	28	26	24	42	42	37	28	26	24	8.2394952E9	7.9915156E9	8.4870554E9	5.48947E9	3.11287398E9	4.7850179E9	1.47762573E9	1.56759334E9	1.32214118E9	7.2117293E8	5.32321184E8	7.5027629E8	
sp|P50225|ST1A1_HUMAN	P50225	ST1A1_HUMAN	SULT1A1	295	Homo sapiens	1:Experimental evidence at protein level	Sulfotransferase 1A1	1.0	0.999	9	25	4	25	4	2	2	8	5	4	1	0	0	2	0	1	4	2	2	8	5	4	1.28739E8	6.7365672E7	5.221996E7	3.72670464E8	2.36931808E8	1.7481136E8	5.9259852E7	5.8452076E7	3.8142764E7	5.62862E7	8.8640128E7	7.3433624E7	
sp|P50238|CRIP1_HUMAN	P50238	CRIP1_HUMAN	CRIP1	77	Homo sapiens	1:Experimental evidence at protein level	Cysteine-rich protein 1	0.9776	0.999	2	5	5	5	0	0	0	2	2	1	0	0	0	2	2	1	0	0	0	2	2	1	0.0	0.0	0.0	4.5624128E8	3.33341216E8	2503834.5	0.0	0.0	0.0	6.0290835E8	2.40895296E8	0.0	
sp|P50281|MMP14_HUMAN	P50281	MMP14_HUMAN	MMP14	582	Homo sapiens	1:Experimental evidence at protein level	Matrix metalloproteinase-14	1.0	0.999	9	20	18	20	0	0	0	5	9	6	0	0	0	5	8	5	0	0	0	5	9	6	0.0	0.0	0.0	4.36434624E8	5.20925248E8	5.02998368E8	0.0	0.0	0.0	2.10199232E8	1.39841056E8	2.08238976E8	
sp|P50336|PPOX_HUMAN	P50336	PPOX_HUMAN	PPOX	477	Homo sapiens	1:Experimental evidence at protein level	Protoporphyrinogen oxidase	1.0	0.999	11	38	38	38	5	11	6	4	9	3	5	11	6	4	9	3	5	11	6	4	9	3	1.5565064E8	7.1261222E8	1.49594384E8	7.9607424E7	1.24741696E8	1.0188712E8	6.5323792E7	1.03236448E8	5.3847324E7	3.7233004E7	3.6537E7	5.4920312E7	
sp|P50395|GDIB_HUMAN	P50395	GDIB_HUMAN	GDI2	445	Homo sapiens	1:Experimental evidence at protein level	Rab	1.0	0.999	48	217	217	383	44	35	45	30	33	30	44	35	45	30	33	30	79	73	77	50	53	51	1.22811402E10	9.3855447E9	1.1749545E10	1.0195158E10	1.03014349E10	7.2340531E9	1.58975078E9	1.3752841E9	1.58764237E9	1.64516749E9	1.45732109E9	1.2952041E9	
sp|P50402|EMD_HUMAN	P50402	EMD_HUMAN	EMD	254	Homo sapiens	1:Experimental evidence at protein level	Emerin	1.0	0.999	11	39	39	39	6	5	10	6	5	7	6	5	10	6	5	7	6	5	10	6	5	7	6.0826528E8	6.0108442E8	9.3831789E8	9.1501139E8	4.2838864E8	1.1767063E9	2.1386256E8	2.47946048E8	2.18761984E8	3.03941952E8	2.64213696E8	3.63513632E8	
sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	CPT1A	773	Homo sapiens	1:Experimental evidence at protein level	Carnitine	1.0	0.999	27	102	102	102	20	19	16	10	16	21	20	19	16	10	16	21	20	19	16	10	16	21	2.23950413E9	1.54589414E9	1.33385434E9	9.9658394E8	1.18204045E9	2.43854771E9	2.97415488E8	1.91751392E8	1.85689232E8	1.70585456E8	1.9151144E8	3.45350016E8	
sp|P50440|GATM_HUMAN	P50440	GATM_HUMAN	GATM	423	Homo sapiens	1:Experimental evidence at protein level	Glycine amidinotransferase, mitochondrial	1.0	0.999	22	101	101	101	13	16	10	18	22	22	13	16	10	18	22	22	13	16	10	18	22	22	1.53809152E9	1.81964365E9	9.7639194E8	2.64300902E9	5.5045555E9	4.22633344E9	3.00731328E8	3.35598944E8	2.42096816E8	8.557328E8	1.21353421E9	9.946183E8	
sp|P50443|S26A2_HUMAN	P50443	S26A2_HUMAN	SLC26A2	739	Homo sapiens	1:Experimental evidence at protein level	Sulfate transporter	0.9846	0.999	2	4	4	4	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0.0	0.0	0.0	929563.5	3078520.2	3351942.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50452|SPB8_HUMAN	P50452	SPB8_HUMAN	SERPINB8	374	Homo sapiens	1:Experimental evidence at protein level	Serpin B8	1.0	0.999	8	6	6	16	0	0	0	4	2	0	0	0	0	4	2	0	3	2	2	5	3	1	0.0	0.0	0.0	3.21448704E8	1.6270328E8	0.0	0.0	0.0	0.0	2.05661392E8	1.3964104E8	0.0	
sp|P50453|SPB9_HUMAN	P50453	SPB9_HUMAN	SERPINB9	376	Homo sapiens	1:Experimental evidence at protein level	Serpin B9	1.0	0.999	14	41	37	43	3	5	4	11	9	9	2	4	3	10	9	9	4	5	4	11	10	9	2.08142688E8	7.2800936E7	1.00952928E8	1.59813402E9	7.0688096E8	1.17609574E9	1.23970584E8	8.9270936E7	4.2595248E7	2.79142336E8	1.57207824E8	2.47036576E8	
sp|P50454|SERPH_HUMAN	P50454	SERPH_HUMAN	SERPINH1	418	Homo sapiens	1:Experimental evidence at protein level	Serpin H1	1.0	0.999	31	193	193	193	7	18	4	62	62	40	7	18	4	62	62	40	7	18	4	62	62	40	2.97165504E8	2.16606285E9	1.47464272E8	2.82316616E10	2.4268073E10	1.2468137E10	9.095804E7	2.94887488E8	5.1721936E7	2.81226266E9	1.96255014E9	1.19744525E9	
sp|P50479|PDLI4_HUMAN	P50479	PDLI4_HUMAN	PDLIM4	330	Homo sapiens	1:Experimental evidence at protein level	PDZ and LIM domain protein 4	1.0	0.999	8	15	15	15	0	0	1	6	1	7	0	0	1	6	1	7	0	0	1	6	1	7	0.0	0.0	1.6100422E7	3.04246464E8	0.0	4.38621344E8	0.0	0.0	0.0	1.47125952E8	0.0	2.45511504E8	
sp|P50502|F10A1_HUMAN	P50502	F10A1_HUMAN	ST13	369	Homo sapiens	1:Experimental evidence at protein level	Hsc70-interacting protein	1.0	0.999	20	144	7	144	23	23	20	18	29	31	0	2	2	0	1	2	23	23	20	18	29	31	5.3701545E9	5.7219825E9	2.75373568E9	6.6417265E9	8.9504532E9	1.1778644E10	1.26810522E9	1.18350477E9	1.06888557E9	1.28668403E9	1.54464128E9	1.87285875E9	
sp|P50542|PEX5_HUMAN	P50542	PEX5_HUMAN	PEX5	639	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal targeting signal 1 receptor	1.0	0.999	11	24	24	24	5	4	3	5	5	2	5	4	3	5	5	2	5	4	3	5	5	2	8.3309032E7	1.2542328E8	1.10313216E8	1.90396448E8	1.42938704E8	0.0	8.2948744E7	6.5531672E7	8.0469456E7	6.2755244E7	7.9081688E7	0.0	
sp|P50548|ERF_HUMAN	P50548	ERF_HUMAN	ERF	548	Homo sapiens	1:Experimental evidence at protein level	ETS domain-containing transcription factor	0.9997	0.999	3	3	2	3	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0.0	0.0	0.0	0.0	5.3565068E7	5.7275076E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50552|VASP_HUMAN	P50552	VASP_HUMAN	VASP	380	Homo sapiens	1:Experimental evidence at protein level	Vasodilator-stimulated phosphoprotein	1.0	0.999	17	57	57	57	5	5	3	11	15	18	5	5	3	11	15	18	5	5	3	11	15	18	1.03300024E8	1.76649152E8	7.819616E7	1.10341696E9	1.54517504E9	3.13037082E9	8.9996952E7	9.3368128E7	6.8667632E7	3.01321888E8	3.4047136E8	3.16237888E8	
sp|P50570|DYN2_HUMAN	P50570	DYN2_HUMAN	DNM2	870	Homo sapiens	1:Experimental evidence at protein level	Dynamin-2	1.0	0.999	53	179	137	314	27	23	16	37	41	35	22	14	10	27	34	30	54	53	51	51	57	48	2.8148544E9	2.68946534E9	2.40312346E9	5.105751E9	6.5343939E9	5.3002353E9	5.34803968E8	5.06846592E8	6.238665E8	6.7171629E8	8.8466496E8	8.0548691E8	
sp|P50579|MAP2_HUMAN	P50579	MAP2_HUMAN	METAP2	478	Homo sapiens	1:Experimental evidence at protein level	Methionine aminopeptidase 2	1.0	0.999	13	41	41	41	10	7	8	7	6	3	10	7	8	7	6	3	10	7	8	7	6	3	6.8824198E8	6.069657E8	4.89766912E8	6.1005082E8	3.71847616E8	9.4863952E7	1.56681664E8	1.28188112E8	1.43128608E8	1.96963696E8	1.56933984E8	7.4812752E7	
sp|P50583|AP4A_HUMAN	P50583	AP4A_HUMAN	NUDT2	147	Homo sapiens	1:Experimental evidence at protein level	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	1.0	0.999	8	15	15	15	4	3	2	2	3	1	4	3	2	2	3	1	4	3	2	2	3	1	3.39511744E8	1.81748928E8	4.0090068E7	2.2016376E7	1.34169736E8	3.0843918E7	1.09789048E8	1.55898848E8	0.0	0.0	8.5156464E7	0.0	
sp|P50607|TUB_HUMAN	P50607	TUB_HUMAN	TUB	506	Homo sapiens	1:Experimental evidence at protein level	Tubby protein homolog	1.0	0.999	5	10	7	10	2	5	3	0	0	0	1	4	2	0	0	0	2	5	3	0	0	0	1.2295104E8	1.70023776E8	1.0839888E8	0.0	0.0	0.0	7.4349352E7	8.7605664E7	6.1741384E7	0.0	0.0	0.0	
sp|P50747|BPL1_HUMAN	P50747	BPL1_HUMAN	HLCS	726	Homo sapiens	1:Experimental evidence at protein level	Biotin--protein ligase	1.0	0.999	5	7	7	7	1	2	1	0	2	1	1	2	1	0	2	1	1	2	1	0	2	1	1.99797648E8	4.474082E7	0.0	0.0	6.5455672E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50749|RASF2_HUMAN	P50749	RASF2_HUMAN	RASSF2	326	Homo sapiens	1:Experimental evidence at protein level	Ras association domain-containing protein 2	1.0	0.999	11	22	19	22	0	1	0	6	5	10	0	0	0	6	4	9	0	1	0	6	5	10	0.0	4.9125124E7	0.0	1.12075632E8	1.29135232E8	5.2082384E8	0.0	0.0	0.0	7.7366176E7	0.0	1.37163824E8	
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 9	1.0	0.999	5	5	5	18	1	1	0	1	0	2	1	1	0	1	0	2	4	2	2	3	3	4	1.4294476E7	1814155.9	0.0	3.2769776E7	0.0	2.9842928E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50851|LRBA_HUMAN	P50851	LRBA_HUMAN	LRBA	2863	Homo sapiens	1:Experimental evidence at protein level	Lipopolysaccharide-responsive and beige-like anchor protein	1.0	0.999	11	16	16	16	1	1	1	4	4	5	1	1	1	4	4	5	1	1	1	4	4	5	1.8889412E7	1.9004552E7	1.740753E7	4.36942976E8	1.2068096E8	2.57675008E8	0.0	0.0	0.0	1.66500384E8	1.33746912E8	1.23107064E8	
sp|P50895|BCAM_HUMAN	P50895	BCAM_HUMAN	BCAM	628	Homo sapiens	1:Experimental evidence at protein level	Basal cell adhesion molecule	1.0	0.999	13	39	39	39	6	4	3	6	8	12	6	4	3	6	8	12	6	4	3	6	8	12	2.74881952E8	1.41745472E8	6.818528E7	3.9148384E8	5.4564486E8	6.5216301E8	1.11179504E8	6.6548976E7	6.5774128E7	1.11157472E8	1.4743136E8	1.79510496E8	
sp|P50897|PPT1_HUMAN	P50897	PPT1_HUMAN	PPT1	306	Homo sapiens	1:Experimental evidence at protein level	Palmitoyl-protein thioesterase 1	1.0	0.999	9	50	50	50	8	10	4	9	11	8	8	10	4	9	11	8	8	10	4	9	11	8	5.886416E8	1.29746099E9	3.95963488E8	2.62111488E9	2.16311501E9	8.1219789E8	3.19821888E8	3.66676384E8	2.2909296E8	5.8098285E8	5.9743482E8	2.97922432E8	
sp|P50914|RL14_HUMAN	P50914	RL14_HUMAN	RPL14	215	Homo sapiens	1:Experimental evidence at protein level	60S ribosomal protein L14	1.0	0.999	17	63	63	63	8	10	7	15	12	11	8	10	7	15	12	11	8	10	7	15	12	11	1.99895744E9	2.01194163E9	8.7072006E8	5.0591288E9	4.12301414E9	3.4405097E9	7.0511232E8	7.8772653E8	7.4729389E8	1.57051098E9	1.48412186E9	1.3008279E9	
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit theta	1.0	0.999	41	301	301	301	47	59	49	49	49	48	47	59	49	49	49	48	47	59	49	49	49	48	1.06101996E10	1.52650465E10	1.13966868E10	1.60126413E10	1.9255169E10	1.44506245E10	7.9679194E8	1.0714432E9	9.0535968E8	1.25375296E9	1.34056755E9	1.13494912E9	
sp|P50991|TCPD_HUMAN	P50991	TCPD_HUMAN	CCT4	539	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit delta	1.0	0.999	38	236	236	247	39	39	41	39	42	36	39	39	41	39	42	36	42	42	44	39	43	37	5.9107625E9	7.8628147E9	7.3600742E9	9.6934543E9	9.2148183E9	8.0111212E9	9.9252224E8	1.22660429E9	1.19454234E9	1.33730214E9	1.52591514E9	1.21811264E9	
sp|P50993|AT1A2_HUMAN	P50993	AT1A2_HUMAN	ATP1A2	1020	Homo sapiens	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-2	1.0	0.999	74	332	313	704	80	83	88	38	31	12	74	79	82	36	30	12	154	158	182	81	70	59	2.47419474E10	3.15050639E10	3.7386576E10	9.4767985E9	6.5046963E9	2.93954688E9	2.77432474E9	3.22359219E9	4.13127322E9	1.07118963E9	9.6889421E8	4.69573984E8	
sp|P50995|ANX11_HUMAN	P50995	ANX11_HUMAN	ANXA11	505	Homo sapiens	1:Experimental evidence at protein level	Annexin A11	1.0	0.999	20	96	95	96	13	22	15	17	13	16	13	22	15	17	12	16	13	22	15	17	13	16	1.19854208E9	2.57376563E9	1.17221478E9	2.1765655E9	1.41981056E9	2.68660275E9	2.24756256E8	3.5799952E8	2.02686208E8	3.86016192E8	2.69588928E8	4.01154688E8	
sp|P51003|PAPOA_HUMAN	P51003	PAPOA_HUMAN	PAPOLA	745	Homo sapiens	1:Experimental evidence at protein level	Poly(A) polymerase alpha	1.0	0.999	4	4	3	4	0	1	0	1	2	0	0	1	0	0	2	0	0	1	0	1	2	0	0.0	2.2990336E7	0.0	0.0	3.2933194E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51114|FXR1_HUMAN	P51114	FXR1_HUMAN	FXR1	621	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein FXR1	1.0	0.999	21	62	52	62	8	10	11	15	9	9	6	8	9	14	8	7	8	10	11	15	9	9	5.6507341E8	1.0377792E9	6.3620269E8	8.5533235E8	2.54501936E8	9.6338931E8	2.02008912E8	2.80119424E8	1.7666984E8	2.56145408E8	2.02376032E8	2.4452632E8	
sp|P51116|FXR2_HUMAN	P51116	FXR2_HUMAN	FXR2	673	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein FXR2	1.0	0.999	16	32	28	42	9	3	4	9	3	4	8	3	3	8	2	4	11	5	6	10	4	6	1.56974672E8	8.399516E7	1.23624664E8	3.48455488E8	6.0334472E7	4.3732384E7	4.2545164E7	4.2151232E7	6.8987504E7	4.475158E7	4.1146592E7	3.863464E7	
sp|P51148|RAB5C_HUMAN	P51148	RAB5C_HUMAN	RAB5C	216	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-5C	1.0	0.999	14	136	91	136	15	24	21	20	29	27	9	19	13	11	22	17	15	24	21	20	29	27	6.7236337E9	6.7840911E9	7.9405302E9	7.6530089E9	1.08821668E10	9.3825812E9	2.3763328E9	2.23963366E9	2.48606208E9	2.53005414E9	3.11118157E9	3.04017152E9	
sp|P51149|RAB7A_HUMAN	P51149	RAB7A_HUMAN	RAB7A	207	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-7a	1.0	0.999	20	138	138	138	23	24	23	20	23	25	23	24	23	20	23	25	23	24	23	20	23	25	9.4956472E9	9.0227302E9	7.1417733E9	9.0707313E9	1.25940838E10	1.05253059E10	1.56067686E9	1.49886157E9	1.40646682E9	1.71012915E9	1.85209882E9	1.91521165E9	
sp|P51151|RAB9A_HUMAN	P51151	RAB9A_HUMAN	RAB9A	201	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-9A	1.0	0.999	8	28	22	28	6	3	5	3	6	5	6	2	3	3	4	4	6	3	5	3	6	5	2.56352352E8	1.85741824E8	2.46524704E8	1.57696912E8	4.9745136E8	5.6624563E8	1.77906848E8	8.8370048E7	8.1415752E7	9.3406424E7	1.57843024E8	1.71845616E8	
sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.999	11	32	32	68	5	3	1	8	8	7	5	3	1	8	8	7	11	9	8	15	13	12	3.47091168E8	1.1090136E8	5.4546248E7	5.07389056E8	7.366448E8	5.19152288E8	1.30914192E8	7.7422168E7	0.0	2.2628504E8	2.40386224E8	2.4979896E8	
sp|P51157|RAB28_HUMAN	P51157	RAB28_HUMAN	RAB28	221	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-28	1.0	0.999	4	9	9	9	2	1	3	1	1	1	2	1	3	1	1	1	2	1	3	1	1	1	6.6080332E7	4.938462E7	9.242704E7	2.7020004E7	0.0	0.0	4.9890364E7	0.0	4.7668776E7	0.0	0.0	0.0	
sp|P51159|RB27A_HUMAN	P51159	RB27A_HUMAN	RAB27A	221	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-27A	1.0	0.999	7	9	9	19	0	0	0	0	2	7	0	0	0	0	2	7	1	2	2	1	4	9	0.0	0.0	0.0	0.0	1.5176024E8	1.8794848E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51178|PLCD1_HUMAN	P51178	PLCD1_HUMAN	PLCD1	756	Homo sapiens	1:Experimental evidence at protein level	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	1.0	0.999	26	112	107	112	27	13	22	8	17	25	26	13	21	7	16	24	27	13	22	8	17	25	2.91841664E9	1.34485824E9	2.1553559E9	2.7529232E8	1.55335834E9	3.7836695E9	3.18116256E8	2.5397376E8	2.88603712E8	1.30295792E8	1.98586624E8	4.7708304E8	
sp|P51397|DAP1_HUMAN	P51397	DAP1_HUMAN	DAP	102	Homo sapiens	1:Experimental evidence at protein level	Death-associated protein 1	1.0	0.999	4	12	12	12	0	3	0	4	3	2	0	3	0	4	3	2	0	3	0	4	3	2	0.0	5678056.0	0.0	6.8103251E8	1.9996374E7	2.2030276E7	0.0	0.0	0.0	0.0	0.0	0.0	
